id,generation,name_en,name_kr,type1,type2,species,height_m,weight_kg,base_exp,catch_rate,HP,Atk,Def,SpAtk,SpDef,spd,Tot,explanation_text,link
0125,1,Electabuzz,에레브,Electric,,Electric Pokemon,1.1,30.0,,,,,,,,,,"(Red&Blue)Normally found near power plants, they can wander away and cause major blackouts in cities., (Yellow)If a major power outage occurs, it is certain that this POKéMON has eaten electricity at a power plant., (Gold)Electricity runs across the surface of its body. In darkness, its entire body glows a whitish-blue., (Silver)Its body constantly discharges electricity. Getting close to it will make your hair stand on end., (Crystal)When two ELECTABUZZ touch, they control the electric currents to communicate their feelings., (Ruby&Sapphire)When a storm arrives, gangs of this POKéMON compete with each other to scale heights that are likely to be stricken by lightning bolts. Some towns use ELECTABUZZ in place of lightning rods., (FireRed)It loves to feed on strong electricity. It occasionally appears around large power plants and so on., (LeafGreen)Normally found near power plants, they can wander away and cause major blackouts in cities., (Emerald)When a storm approaches, it competes with others to scale heights that are likely to be stricken by lightning. Some towns use ELECTABUZZ in place of lightning rods., (Diamond&Pearl)Half of all blackouts occur when this Pokémon appears at power plants and eats electricity., (Platinum)It windmills its arms to slightly boost its punches. Foes have been known to escape in the meantime., (HeartGold)Electricity runs across the surface of its body. In darkness, its entire body glows a whitish-blue., (SoulSilver)Its body constantly discharges electricity. Getting close to it will make your hair stand on end., (Black&White)It windmills its arms to slightly boost its punches. Foes have been known to escape in the meantime., (Black 2&White 2)Research is progressing on storing lightning in Electabuzz so this energy can be used at any time., (X)Electricity runs across the surface of its body. In darkness, its entire body glows a whitish blue., (Y)It loves to feed on strong electricity. It occasionally appears around large power plants and so on., (Omega Ruby&Alpha Sapphire)When a storm arrives, gangs of this Pokémon compete with each other to scale heights that are likely to be stricken by lightning bolts. Some towns use Electabuzz in place of lightning rods., (Sun)Half of all sudden blackouts are caused by Electabuzz gathering at electric power plants and gobbling up electricity., (Moon)Electricity leaks from it in amounts far greater than the amount of electricity it eats., (Ultra Sun)Electricity permeates its body. It swings its arms round and round to charge up electricity before unleashing a punch., (Ultra Moon)While it’s often blamed for power outages, the truth is the cause of outages is more often an error on the part of the electric company., (Let's Go Pikachu&Let's Go Eevee)If a major power outage occurs, it is certain that this Pokémon has eaten electricity at a power plant., (Sword)Many power plants keep Ground-type Pokémon around as a defense against Electabuzz that come seeking electricity., (Shield)With the coming of a storm, many of these Pokémon will gather under tall trees and sit there waiting for lightning to strike., (Brilliant Diamond&Shining Pearl)Half of all blackouts occur when this Pokémon appears at power plants and eats electricity., (Legends: Arceus)Feeds on electrical energy. During sudden showers beneath looming thunderclouds, one can observe Electabuzz scaling tall trees, where the Pokémon will then wait for lightning to strike.",https://pokemondb.net/pokedex/electabuzz
0126,1,Magmar,마그마,Fire,,Spitfire Pokemon,1.3,44.5,,,,,,,,,,"(Red&Blue)Its body always burns with an orange glow that enables it to hide perfectly among flames., (Yellow)Born in an active volcano. Its body is always cloaked in flames, so it looks like a big ball of fire., (Gold)It dislikes cold places, so it blows scorching flames to make the environment suitable for itself., (Silver)The fiery surface of its body gives off a wavering, rippling glare that is similar to the sun., (Crystal)It moves more frequently in hot areas. It can heal itself by dipping its wound into lava., (Ruby&Sapphire)In battle, MAGMAR blows out intensely hot flames from all over its body to intimidate its opponent. This POKéMON’s fiery bursts create heat waves that ignite grass and trees in its surroundings., (FireRed)Found near the mouth of a volcano. This fire-breather’s body temperature is nearly 2,200 degrees Fahrenheit., (LeafGreen)Its body always burns with an orange glow that enables it to hide perfectly amidst flames., (Emerald)In battle, it blows out intense flames from all over its body to intimidate its foe. These fiery bursts create heat waves that ignite grass and trees in the area., (Diamond&Pearl)Born in the spout of a volcano, its body is covered by flames that shimmer like the sun., (Platinum)When it breathes deeply, heat waves form around its body, making it hard to see clearly., (HeartGold)It dislikes cold places, so it blows scorching flames to make the environment suitable for itself., (SoulSilver)The fiery surface of its body gives off a wavering, rippling glare that is similar to the sun., (Black&White)When it breathes deeply, heat waves form around its body, making it hard to see clearly., (Black 2&White 2)The scorching fire exhaled by Magmar forms heat waves around its body, making it hard to see the Pokémon clearly., (X)Found near the mouth of a volcano. This fire-breather’s body temperature is nearly 2,200 degrees Fahrenheit., (Y)Born in the spout of a volcano, its body is covered by flames that shimmer like the sun., (Omega Ruby&Alpha Sapphire)In battle, Magmar blows out intensely hot flames from all over its body to intimidate its opponent. This Pokémon’s fiery bursts create heat waves that ignite grass and trees in its surroundings., (Sun)When it’s tired, it leaps into the mouth of a volcano and soaks its body in magma to ease its weariness. Its body burns at 2,192 degrees F., (Moon)When angered, it spouts brilliant fire from all over its body. It doesn’t calm down until its opponent has burned to ash., (Ultra Sun)Its entire body is burning. When it breathes, the temperature rises. When it sneezes, flames shoot out!, (Ultra Moon)The hotter the place, the better they feel. Magmar in Alola are said to be hardier than those in other areas., (Let's Go Pikachu&Let's Go Eevee)Born in an active volcano. Its body is always cloaked in flames, so it looks like a big ball of fire., (Sword)Magmar dispatches its prey with fire. But it regrets this habit once it realizes that it has burned its intended prey to a charred crisp., (Shield)These Pokémon’s bodies are constantly burning. Magmar are feared as one of the causes behind fires., (Brilliant Diamond&Shining Pearl)It was born in the crater of a volcano. Its body is covered with flames that shimmer like the sun., (Legends: Arceus)Legend has it that this Pokémon was born from the crater of a volcano. When wounded, it bathes in lava to heal its body, much as one would soak in a hot spring.",https://pokemondb.net/pokedex/magmar
0127,1,Pinsir,쁘사이저,Bug,,Stag Beetle Pokemon,1.5,55.0,,,,,,,,,,"(Red&Blue)If it fails to crush the victim in its pincers, it will swing it around and toss it hard., (Yellow)Grips its prey in its pincers and squeezes hard! It can’t move if it’s cold, so it lives in warm places., (Gold)With its horns, it digs burrows to sleep in at night. In the morning, damp soil clings to its body., (Silver)Swings its long antlers wildly to attack. During cold periods, it hides deep in forests., (Crystal)When the temperature drops at night, it sleeps on treetops or among roots where it is well hidden., (Ruby)PINSIR is astoundingly strong. It can grip a foe weighing twice its weight in its horns and easily lift it. This POKéMON’s movements turn sluggish in cold places., (Sapphire)PINSIR has a pair of massive horns  Protruding from the surface of these horns are thorns. These thorns are driven deeply into the foe’s body when the pincer closes, making it tough for the foe to escape., (FireRed)Its two long pincer horns are powerful. Once they grip an enemy, they won’t release until the foe is torn., (LeafGreen)If it fails to crush the foe in its pincers, it will swing around and toss the opponent., (Emerald)Their pincers are strong enough to shatter thick logs. Because they dislike cold, PINSIR burrow and sleep under the ground on chilly nights., (Diamond&Pearl&Platinum)It grips prey with its pincers until the prey is torn in half. What it can’t tear, it tosses far., (HeartGold)With its pincer horns, it digs burrows to sleep in at night. In the morning, damp soil clings to its body., (SoulSilver)It swings its long pincer horns wildly to attack. During cold periods, it hides deep in forests., (Black&White)It grips prey with its pincers until the prey is torn in half. What it can’t tear, it tosses far., (Black 2&White 2)It grips prey with its powerful pincers and will not let go until the prey is torn in half., (X)It grips prey with its pincers until the prey is torn in half. What it can’t tear, it tosses far., (Y)It swings its long pincer horns wildly to attack. During cold periods, it hides deep in forests., (Omega Ruby)Pinsir is astoundingly strong. It can grip a foe weighing twice its weight in its horns and easily lift it. This Pokémon’s movements turn sluggish in cold places., (Alpha Sapphire)Pinsir has a pair of massive horns. Protruding from the surface of these horns are thorns. These thorns are driven deeply into the foe’s body when the pincer closes, making it tough for the foe to escape., (Sun)It grips its prey in its pincers and splits them apart. Although it is a powerful Pokémon, it can’t deal with the cold., (Moon)One solid blow from its horns is enough to split apart a large tree. Its greatest rival in Alola is Vikavolt., (Ultra Sun)It gets into territorial disputes with Vikavolt. For some reason, it apparently gets along well with Heracross in Alola., (Ultra Moon)Although it’s tough, it can’t handle cold well. When night falls, it buries itself in leafage and sleeps., (Let's Go Pikachu&Let's Go Eevee)Grips its prey in its pincers and squeezes hard! It can’t move if it’s cold, so it lives in warm places., (Sword)These Pokémon judge one another based on pincers. Thicker, more impressive pincers make for more popularity with the opposite gender., (Shield)This Pokémon clamps its pincers down on its prey and then either splits the prey in half or flings it away., (Brilliant Diamond&Shining Pearl)It grips prey with its pincers until the prey is torn apart. What it can’t tear, it tosses far away.",https://pokemondb.net/pokedex/pinsir
0128,1,Tauros,켄타로스,Normal,,Wild Bull Pokemon,1.4,88.4,,,,,,,,,,"(Red&Blue)When it targets an enemy, it charges furiously while whipping its body with its long tails., (Yellow)A rowdy POKéMON with a lot of stamina. Once running, it won’t stop until it hits something., (Gold)They fight each other by locking horns. The herd’s protector takes pride in its battle-scarred horns., (Silver)After heightening its will to fight by whipping itself with its three tails, it charges at full speed., (Crystal)These violent POKéMON fight with other members of their herd in order to prove their strength., (Ruby&Sapphire)This POKéMON is not satisfied unless it is rampaging at all times. If there is no opponent for TAUROS to battle, it will charge at thick trees and knock them down to calm itself., (FireRed)When it is about to TACKLE, it whips its body repeatedly with its three long tails., (LeafGreen)When it targets an enemy, it charges furiously while whipping its body with its long tails., (Emerald)It is not satisfied unless it is rampaging at all times. If there is no opponent for TAUROS to battle, it will charge at thick trees and knock them down to calm itself., (Diamond&Pearl&Platinum)Once it takes aim at its foe, it makes a headlong charge. It is famous for its violent nature., (HeartGold)They fight each other by locking horns. The herd’s protector takes pride in its battle-scarred horns., (SoulSilver)After heightening its will to fight by whipping itself with its three tails, it charges at full speed., (Black&White&Black 2&White 2)Once it takes aim at its foe, it makes a headlong charge. It is famous for its violent nature., (X)After heightening its will to fight by whipping itself with its three tails, it charges at full speed., (Y)When it is about to tackle, it whips its body repeatedly with its three long tails., (Omega Ruby&Alpha Sapphire)This Pokémon is not satisfied unless it is rampaging at all times. If there is no opponent for Tauros to battle, it will charge at thick trees and knock them down to calm itself., (Sun)Historically, people in areas all over the world have ridden Tauros, but the practice is said to have started in Alola., (Moon)Although it’s known to be a fierce Pokémon, Tauros in the Alola region are said to possess a measure of calmness., (Ultra Sun)They live in groups. The one with the longest, thickest, and most-scarred horns is the boss of the herd., (Ultra Moon)The climate seems to be related to the reason Tauros in Alola are a little calmer than those in other regions., (Let's Go Pikachu&Let's Go Eevee)A rowdy Pokémon with a lot of stamina. Once running, it won’t stop until it hits something., (Sword)When Tauros begins whipping itself with its tails, it’s a warning that the Pokémon is about to charge with astounding speed., (Shield)The Tauros of the Galar region are volatile in nature, and they won’t allow people to ride on their backs., (Brilliant Diamond&Shining Pearl)Once it takes aim at its prey, it makes a headlong charge. It is famous for its violent nature., (Scarlet)When it targets an enemy, it charges furiously while whipping its body with its long tails., (Violet)They fight each other by locking horns. The herd’s protector takes pride in its battle-scarred horns.",https://pokemondb.net/pokedex/tauros
0129,1,Magikarp,잉어킹,Water,,Fish Pokemon,0.9,10.0,,,,,,,,,,"(Red&Blue)In the distant past, it was somewhat stronger than the horribly weak descendants that exist today., (Yellow)Famous for being very unreliable. It can be found swimming in seas, lakes, rivers and shallow puddles., (Gold)An underpowered, pathetic POKéMON. It may jump high on rare occasions, but never more than seven feet., (Silver)For no reason, it jumps and splashes about, making it easy for predators like PIDGEOTTO to catch it mid-jump., (Crystal)This weak and pathetic POKéMON gets easily pushed along rivers when there are strong currents., (Ruby)MAGIKARP is a pathetic excuse for a POKéMON that is only capable of flopping and splashing. This behavior prompted scientists to undertake research into it., (Sapphire)MAGIKARP is virtually useless in battle as it can only splash around. As a result, it is considered to be weak. However, it is actually a very hardy POKéMON that can survive in any body of water no matter how polluted it is., (FireRed)It is virtually worthless in terms of both power and speed. It is the most weak and pathetic POKéMON in the world., (LeafGreen)In the distant past, it was somewhat stronger than the horribly weak descendants that exist today., (Emerald)Its swimming muscles are weak, so it is easily washed away by currents. In places where water pools, you can see many MAGIKARP deposited there by the flow., (Diamond)It is said to be the world’s weakest Pokémon. No one knows why it has managed to survive., (Pearl)It is unable to swim against even slow-moving currents. It always splashes about for some reason., (Platinum)A MAGIKARP living for many years can leap a mountain using Splash. The move remains useless, though., (HeartGold)An underpowered, pathetic Pokémon. It may jump high on rare occasions, but usually not more than seven feet., (SoulSilver)For no reason, it jumps and splashes about, making it easy for predators like PIDGEOTTO to catch it mid-jump., (Black&White&Black 2&White 2)A Magikarp living for many years can leap a mountain using Splash. The move remains useless, though., (X)It is virtually worthless in terms of both power and speed. It is the most weak and pathetic Pokémon in the world., (Y)In the distant past, it was somewhat stronger than the horribly weak descendants that exist today., (Omega Ruby)Magikarp is a pathetic excuse for a Pokémon that is only capable of flopping and splashing. This behavior prompted scientists to undertake research into it., (Alpha Sapphire)Magikarp is virtually useless in battle as it can only splash around. As a result, it is considered to be weak. However, it is actually a very hardy Pokémon that can survive in any body of water no matter how polluted it is., (Sun)Although weak and helpless, this Pokémon is incredibly fertile. They exist in such multitudes, you’ll soon grow tired of seeing them., (Moon)Its reckless leaps make it easy pickings for predators. On the bright side, many Pokémon enjoy longer life spans, thanks to Magikarp., (Ultra Sun)In the distant past, they were fairly strong, but they have become gradually weaker over time., (Ultra Moon)Thanks to their strong hold on life, dirty water doesn’t bother them at all. They live in waters all over the world!, (Let's Go Pikachu&Let's Go Eevee)Famous for being very unreliable. It can be found swimming in seas, lakes, rivers and shallow puddles., (Sword)It is virtually worthless in terms of both power and speed. It is the most weak and pathetic Pokémon in the world., (Shield)This weak and pathetic Pokémon gets easily pushed along rivers when there are strong currents., (Brilliant Diamond)It is said to be the world’s weakest Pokémon. No one knows why it has managed to survive., (Shining Pearl)It is unable to swim against even slow-moving currents. It always splashes about for some reason., (Legends: Arceus)A feeble, pitiful imbecile of a Pokémon that is nonetheless very hardy. Unperturbed by turbid water, it can be found living in all sorts of places., (Scarlet)An underpowered, pathetic Pokémon. It may jump high on rare occasions but never more than seven feet., (Violet)In the distant past, it was somewhat stronger than the horribly weak descendants that exist today.",https://pokemondb.net/pokedex/magikarp
0130,1,Gyarados,갸라도스,Water,Flying,Atrocious Pokemon,6.5,235.0,,,,,,,,,,"(Red&Blue)Rarely seen in the wild. Huge and vicious, it is capable of destroying entire cities in a rage., (Yellow)Brutally vicious and enormously destructive. Known for totally destroying cities in ancient times., (Gold)They say that during past wars, GYARADOS would appear and leave blazing ruins in its wake., (Silver)Once it appears, it goes on a rampage. It remains enraged until it demolishes everything around it., (Crystal)It appears whenever there is world conflict, burning down any place it travels through., (Ruby)When MAGIKARP evolves into GYARADOS, its brain cells undergo a structural transformation. It is said that this transformation is to blame for this POKéMON’s wildly violent nature., (Sapphire)Once GYARADOS goes on a rampage, its ferociously violent blood doesn’t calm until it has burned everything down. There are records of this POKéMON’s rampages lasting a whole month., (FireRed)It has an extremely aggressive nature. The HYPER BEAM it shoots from its mouth totally incinerates all targets., (LeafGreen)Rarely seen in the wild. Huge and vicious, it is capable of destroying entire cities in a rage., (Emerald)It is an extremely vicious and violent POKéMON. When humans begin to fight, it will appear and burn everything to the ground with intensely hot flames., (Diamond)Once it appears, its rage never settles until it has razed the fields and mountains around it., (Pearl)In ancient literature, there is a record of a GYARADOS that razed a village when violence flared., (Platinum)Once it begins to rampage, a GYARADOS will burn everything down, even in a harsh storm., (HeartGold)They say that during past strife, GYARADOS would appear and leave blazing ruins in its wake., (SoulSilver)Once it appears, it goes on a rampage. It remains enraged until it demolishes everything around it., (Black&White&Black 2&White 2)Once it begins to rampage, a Gyarados will burn everything down, even in a harsh storm., (X)In ancient literature, there is a record of a Gyarados that razed a village when violence flared., (Y)Rarely seen in the wild. Huge and vicious, it is capable of destroying entire cities in a rage., (Omega Ruby)When Magikarp evolves into Gyarados, its brain cells undergo a structural transformation. It is said that this transformation is to blame for this Pokémon’s wildly violent nature., (Alpha Sapphire)Once Gyarados goes on a rampage, its ferociously violent blood doesn’t calm until it has burned everything down. There are records of this Pokémon’s rampages lasting a whole month., (Sun)A tale is told of a town that angered Gyarados. Before the sun rose the next day, flames utterly consumed the town, leaving not a trace behind., (Moon)There are people who swear that any place Gyarados appears is fated for destruction., (Ultra Sun)It fires hyper beams in all directions, burning the surrounding area to ash. There are some regions where it’s called “the deity of destruction.”, (Ultra Moon)The energy from evolution stimulated its brain cells strongly, causing it to become very ferocious., (Let's Go Pikachu&Let's Go Eevee)Brutally vicious and enormously destructive. Known for totally destroying cities in ancient times., (Sword)It has an extremely aggressive nature. The Hyper Beam it shoots from its mouth totally incinerates all targets., (Shield)Once it begins to rampage, a Gyarados will burn everything down, even in a harsh storm., (Brilliant Diamond)Once Gyarados appears, its rage never settles until the Pokémon has razed the fields and mountains around it., (Shining Pearl)In ancient literature, there is a record of a Gyarados that razed a village when violence flared., (Legends: Arceus)I suspect this Pokémon to be the true identity of a dragon written of in ancient texts, which claimed that it razed an entire village with white-hot beams from its maw., (Scarlet)Once it appears, it goes on a rampage. It remains enraged until it demolishes everything around it., (Violet)It appears whenever there is world conflict, burning down any place it travels through.",https://pokemondb.net/pokedex/gyarados
0131,1,Lapras,라프라스,Water,Ice,Transport Pokemon,2.5,220.0,,,,,,,,,,"(Red&Blue)A POKéMON that has been overhunted almost to extinction. It can ferry people across the water., (Yellow)A gentle soul that can read the minds of people. It can ferry people across the sea on its back., (Gold)They have gentle hearts. Because they rarely fight, many have been caught. Their number has dwindled., (Silver)It ferries people across the sea on its back. It may sing an enchanting cry if it is in a good mood., (Crystal)This gentle POKéMON loves to give people rides and provides a very comfortable way to get around., (Ruby&Sapphire)People have driven LAPRAS almost to the point of extinction. In the evenings, this POKéMON is said to sing plaintively as it seeks what few others of its kind still remain., (FireRed)Its high intelligence enables it to understand human speech. It likes to ferry people on its back., (LeafGreen)A POKéMON that has been overhunted almost to extinction. It can ferry people on its back., (Emerald)People have driven LAPRAS almost to the point of extinction. In the evenings, it is said to sing plaintively as it seeks what few others of its kind still remain., (Diamond&Pearl&Platinum)It loves crossing the sea with people and Pokémon on its back. It understands human speech., (HeartGold)They have gentle hearts. Because they rarely fight, many have been caught. Their number has dwindled., (SoulSilver)It ferries people across the sea on its back. It may sing an enchanting cry if it is in a good mood., (Black&White)It loves crossing the sea with people and Pokémon on its back. It understands human speech., (Black 2&White 2)Able to understand human speech and very intelligent, it loves to swim in the sea with people on its back., (X)They have gentle hearts. Because they rarely fight, many have been caught. Their number has dwindled., (Y)Its high intelligence enables it to understand human speech. It likes to ferry people on its back., (Omega Ruby&Alpha Sapphire)People have driven Lapras almost to the point of extinction. In the evenings, this Pokémon is said to sing plaintively as it seeks what few others of its kind still remain., (Sun)Its high intelligence enables it to comprehend human speech. When it’s in a good mood, it sings in its beautiful voice., (Moon)These Pokémon were once near extinction due to poaching. Following protective regulations, there is now an overabundance of them., (Ultra Sun)It likes swimming around with people on its back. In the Alola region, it’s an important means of transportation over water., (Ultra Moon)They’ve been so cherished that there’s now an overabundance. The fish Pokémon population has declined in waters with too many Lapras., (Let's Go Pikachu&Let's Go Eevee)A gentle soul that can understand human speech. It can ferry people across the sea on its back., (Sword)A smart and kindhearted Pokémon, it glides across the surface of the sea while its beautiful song echoes around it., (Shield)Crossing icy seas is no issue for this cold-resistant Pokémon. Its smooth skin is a little cool to the touch., (Brilliant Diamond&Shining Pearl)It loves crossing the sea with people and Pokémon on its back. It understands human speech.",https://pokemondb.net/pokedex/lapras
0132,1,Ditto,메타몽,Normal,,Transform Pokemon,0.3,4.0,,,,,,,,,,"(Red&Blue)Capable of copying an enemy’s genetic code to instantly transform itself into a duplicate of the enemy., (Yellow)When it spots an enemy, its body transfigures into an almost perfect copy of its opponent., (Gold)It can transform into anything. When it sleeps, it changes into a stone to avoid being attacked., (Silver)Its transformation ability is perfect. However, if made to laugh, it can’t maintain its disguise., (Crystal)When it encounters another DITTO, it will move faster than normal to duplicate that opponent exactly., (Ruby&Sapphire)DITTO rearranges its cell structure to transform itself into other shapes. However, if it tries to transform itself into something by relying on its memory, this POKéMON manages to get details wrong., (FireRed)It can freely recombine its own cellular structure to transform into other life-forms., (LeafGreen)Capable of copying an opponent’s genetic code to instantly transform itself into a duplicate of the enemy., (Emerald)A DITTO rearranges its cell structure to transform itself. However, if it tries to change based on its memory, it will get details wrong., (Diamond&Pearl&Platinum)It has the ability to reconstitute its entire cellular structure to transform into whatever it sees., (HeartGold)It can transform into anything. When it sleeps, it changes into a stone to avoid being attacked., (SoulSilver)Its transformation ability is perfect. However, if made to laugh, it can’t maintain its disguise., (Black&White)It has the ability to reconstitute its entire cellular structure to transform into whatever it sees., (Black 2&White 2)It can reconstitute its entire cellular structure to change into what it sees, but it returns to normal when it relaxes., (X)It has the ability to reconstitute its entire cellular structure to transform into whatever it sees., (Y)It can freely recombine its own cellular structure to transform into other life-forms., (Omega Ruby&Alpha Sapphire)Ditto rearranges its cell structure to transform itself into other shapes. However, if it tries to transform itself into something by relying on its memory, this Pokémon manages to get details wrong., (Sun)It can reorganize its cells to make itself into a duplicate of anything it sees. The quality of the duplicate depends on the individual., (Moon)With its astonishing capacity for metamorphosis, it can get along with anything. It does not get along well with its fellow Ditto., (Ultra Sun)While it can transform into anything, each Ditto apparently has its own strengths and weaknesses when it comes to transformations., (Ultra Moon)It transforms into whatever it sees. If the thing it’s transforming into isn’t right in front of it, Ditto relies on its memory—so sometimes it fails., (Let's Go Pikachu&Let's Go Eevee)When it spots an enemy, its body transfigures into an almost-perfect copy of its opponent., (Sword)It can reconstitute its entire cellular structure to change into what it sees, but it returns to normal when it relaxes., (Shield)When it encounters another Ditto, it will move faster than normal to duplicate that opponent exactly., (Brilliant Diamond&Shining Pearl)It has the ability to reconstitute its entire cellular structure to transform into whatever it sees., (Scarlet)Its transformation ability is perfect. However, if made to laugh, it can’t maintain its disguise., (Violet)It can freely recombine its own cellular structure to transform into other life-forms.",https://pokemondb.net/pokedex/ditto
0133,1,Eevee,이브이,Normal,,Evolution Pokemon,0.3,6.5,,,,,,,,,,"(Red&Blue)Its genetic code is irregular. It may mutate if it is exposed to radiation from element STONEs., (Yellow)Its genetic code is unstable, so it could evolve in a variety of ways. There are only a few alive., (Gold)It has the ability to alter the composition of its body to suit its surrounding environment., (Silver)Its irregularly configured DNA is affected by its surroundings. It evolves if its environment changes., (Crystal)Its ability to evolve into many forms allows it to adapt smoothly and perfectly to any environment., (Ruby&Sapphire)EEVEE has an unstable genetic makeup that suddenly mutates due to the environment in which it lives. Radiation from various STONES causes this POKéMON to evolve., (FireRed)An extremely rare POKéMON that may evolve in a number of different ways depending on stimuli., (LeafGreen)Its genetic code is irregular. It may mutate if it is exposed to radiation from element STONES., (Emerald)An EEVEE has an unstable genetic makeup that suddenly mutates due to its environment. Radiation from various STONES causes this POKéMON to evolve., (Diamond&Pearl)A rare Pokémon that adapts to harsh environments by taking on different evolutionary forms., (Platinum)Because its genetic makeup is irregular, it quickly changes its form due to a variety of causes., (HeartGold)It has the ability to alter the composition of its body to suit its surrounding environment., (SoulSilver)Its irregularly configured DNA is affected by its surroundings. It evolves if its environment changes., (Black&White)Because its genetic makeup is irregular, it quickly changes its form due to a variety of causes., (Black 2&White 2)Thanks to its unstable genetic makeup, this special Pokémon conceals many different possible evolutions., (X)A rare Pokémon that adapts to harsh environments by taking on different evolutionary forms., (Y)Thanks to its unstable genetic makeup, this special Pokémon conceals many different possible evolutions., (Omega Ruby&Alpha Sapphire)Eevee has an unstable genetic makeup that suddenly mutates due to the environment in which it lives. Radiation from various stones causes this Pokémon to evolve., (Sun)Possessing an unbalanced and unstable genetic makeup, it conceals many possible evolutions., (Moon)Current studies show it can evolve into an incredible eight different species of Pokémon., (Ultra Sun)The question of why only Eevee has such unstable genes has still not been solved., (Ultra Moon)Its genes are easily influenced by its surroundings. Even its face starts to look like that of its Trainer., (Let's Go Pikachu&Let's Go Eevee)It can evolve into a variety of forms. Eevee’s genes are the key to solving the mysteries of Pokémon evolution., (Sword)It has the ability to alter the composition of its body to suit its surrounding environment., (Shield)Thanks to its unstable genetic makeup, this special Pokémon conceals many different possible evolutions., (Brilliant Diamond&Shining Pearl)It is a rare Pokémon that adapts to harsh environments by changing its appearance and capabilities when it evolves., (Legends: Arceus)Harbors the potential to evolve into manifold forms. Within Eevee lies the key to the mysteries of Pokémon evolution—I’m certain of it., (Scarlet)Its ability to evolve into many forms allows it to adapt smoothly and perfectly to any environment., (Violet)Its genetic code is irregular. It may mutate if it is exposed to radiation from element stones.",https://pokemondb.net/pokedex/eevee
0134,1,Vaporeon,샤미드,Water,,Bubble Jet Pokemon,1.0,29.0,,,,,,,,,,"(Red&Blue)Lives close to water. Its long tail is ridged with a fin which is often mistaken for a mermaid’s., (Yellow)Its cell structure is similar to water molecules. It will melt away and become invisible in water., (Gold)When VAPOREON’s fins begin to vibrate, it is a sign that rain will come within a few hours., (Silver)It prefers beautiful shores. With cells similar to water molecules, it could melt in water., (Crystal)As it uses the fins on the tip of its tail to swim, it blends with the water perfectly., (Ruby&Sapphire)VAPOREON underwent a spontaneous mutation and grew fins and gills that allow it to live underwater. This POKéMON has the ability to freely control water., (FireRed)Its body’s cellular structure is similar to the molecular composition of water. It can melt invisibly in water., (LeafGreen)Lives close to water. Its long tail is ridged with a fin which is often mistaken for a mermaid’s., (Emerald)VAPOREON underwent a spontaneous mutation and grew fins and gills that allow them to live underwater. They have the ability to freely control water., (Diamond&Pearl)It has evolved to be suitable for an aquatic life. It can invisibly melt away into water., (Platinum)Its cell composition is similar to water molecules. As a result, it can melt away into water., (HeartGold)When VAPOREON’s fins begin to vibrate, it is a sign that rain will come within a few hours., (SoulSilver)It prefers beautiful shores. With cells similar to water molecules, it could melt in water., (Black&White)Its cell composition is similar to water molecules. As a result, it can melt away into water., (Black 2&White 2)Its cell composition is similar to water molecules. As a result, it can’t be seen when it melts away into water., (X)It prefers beautiful shores. With cells similar to water molecules, it could melt in water., (Y)It has evolved to be suitable for an aquatic life. It can invisibly melt away into water., (Omega Ruby&Alpha Sapphire)Vaporeon underwent a spontaneous mutation and grew fins and gills that allow it to live underwater. This Pokémon has the ability to freely control water., (Sun)Its cells are composed of units much like water molecules. It lives close to water and is often mistaken for a mermaid., (Moon)Blending in with the water and erasing all signs of its presence, it patiently waits for its prey, fish Pokémon., (Ultra Sun)Clean, clear waters are its usual habitat. When it’s about to be attacked by an invading enemy, it dives into the water to hide., (Ultra Moon)It detects nearby moisture with its fin. When its fin begins trembling rapidly, that means rain will fall in a few hours., (Let's Go Pikachu&Let's Go Eevee)Its cell structure is similar to water molecules. It melts into the water and becomes invisible., (Sword)When Vaporeon’s fins begin to vibrate, it is a sign that rain will come within a few hours., (Shield)Its body’s cellular structure is similar to the molecular composition of water. It can melt invisibly in water., (Brilliant Diamond&Shining Pearl)It has evolved to be suited for an aquatic life. It can become invisible when it melts away into water., (Legends: Arceus)Tests show that its cells closely resemble water molecules, which perhaps explains its ability to conceal its form while submerged. I believe the origins of mermaid folklore lie with this Pokémon., (Scarlet)It lives close to water. Its long tail is ridged with a fin, which is often mistaken for a mermaid’s., (Violet)Its cell composition is similar to water molecules. As a result, it can’t be seen when it melts away into water.",https://pokemondb.net/pokedex/vaporeon
